Date/Time (UTC), Ultra-smoothed Differences
2017-02-24 08:15:49.48,-0.022071
2017-02-24 08:16:04.15,-0.032579
2017-02-24 08:16:18.82,-0.042814
2017-02-24 08:16:33.48,-0.030587
2017-02-24 08:16:48.15,-0.018359
2017-02-24 08:17:02.81,-0.011836
2017-02-24 08:17:17.49,-0.019765
2017-02-24 08:17:32.15,-0.03285
2017-02-24 08:17:46.80,-0.044022
2017-02-24 08:18:01.48,-0.048984
2017-02-24 08:18:16.15,-0.05332
2017-02-24 08:18:30.81,-0.049491
2017-02-24 08:18:45.47,-0.040937
2017-02-24 08:19:00.14,-0.026484
2017-02-24 08:19:14.80,-0.01332
2017-02-24 08:19:29.48,-0.0049219
2017-02-24 08:19:44.13,0.0059378
2017-02-24 08:19:58.80,0.016366
2017-02-24 08:20:13.47,0.026211
2017-02-24 08:20:28.12,0.02371
2017-02-24 08:20:42.79,0.018632
2017-02-24 08:20:57.47,0.014688
2017-02-24 08:21:12.13,0.017656
2017-02-24 08:21:26.79,0.030938
2017-02-24 08:21:41.46,0.049609
2017-02-24 08:21:56.12,0.057539
2017-02-24 08:22:10.79,0.061446
2017-02-24 08:22:25.47,0.061055
2017-02-24 08:22:40.11,0.059181
2017-02-24 08:22:54.78,0.056406
2017-02-24 08:23:09.46,0.057383
2017-02-24 08:23:24.12,0.068869
2017-02-24 08:23:38.77,0.079062
2017-02-24 08:23:53.45,0.089806
2017-02-24 08:24:08.11,0.098162
2017-02-24 08:24:22.78,0.10949
2017-02-24 08:24:37.44,0.12676
2017-02-24 08:24:52.11,0.14188
2017-02-24 08:25:06.77,0.15554
2017-02-24 08:25:21.43,0.16245
2017-02-24 08:25:36.10,0.15757
2017-02-24 08:25:50.78,0.16348
2017-02-24 08:26:05.43,0.17051
2017-02-24 08:26:20.09,0.17851
2017-02-24 08:26:34.77,0.18468
2017-02-24 08:26:49.43,0.18676
2017-02-24 08:27:04.08,0.17543
2017-02-24 08:27:18.76,0.14801
2017-02-24 08:27:33.43,0.11394
2017-02-24 08:27:48.09,0.084188
2017-02-24 08:28:02.75,0.061492
2017-02-24 08:28:17.42,0.039576
2017-02-24 08:28:32.08,0.013518
2017-02-24 08:28:46.76,-0.011911
2017-02-24 08:29:01.41,-0.035581
2017-02-24 08:29:16.07,-0.055232
2017-02-24 08:29:30.75,-0.061326
2017-02-24 08:29:45.42,-0.078556
2017-02-24 08:30:00.08,-0.09375
2017-02-24 08:30:14.75,-0.11091
2017-02-24 08:30:29.41,-0.12645
2017-02-24 08:30:44.07,-0.14121
2017-02-24 08:30:58.74,-0.13528
2017-02-24 08:31:13.40,-0.12039
2017-02-24 08:31:28.07,-0.10383
2017-02-24 08:31:42.75,-0.098594
2017-02-24 08:31:57.39,-0.099525
2017-02-24 08:32:12.06,-0.10308
2017-02-24 08:32:26.72,-0.10402
2017-02-24 08:32:41.39,-0.098319
2017-02-24 08:32:56.05,-0.090781
2017-02-24 08:33:10.71,-0.085781
2017-02-24 08:33:25.38,-0.0961
2017-02-24 08:33:40.04,-0.10739
2017-02-24 08:33:54.72,-0.12484
2017-02-24 08:34:09.39,-0.14156
2017-02-24 08:34:24.03,-0.15774
2017-02-24 08:34:38.71,-0.17031
2017-02-24 08:34:53.36,-0.19266
2017-02-24 08:35:08.04,-0.21387
2017-02-24 08:35:22.69,-0.23359
2017-02-24 08:35:37.36,-0.24406
2017-02-24 08:35:52.02,-0.25094
2017-02-24 08:36:06.68,-0.25118
2017-02-24 08:36:21.33,-0.25324
2017-02-24 08:36:36.01,-0.24964
2017-02-24 08:36:50.66,-0.24902
